mode,run,owner_id,module,structure,byte_class,sharing_scope,retained_estimate_bytes,non_overlapping_reducible_bytes,logical_bytes,item_count,mapped_file_bytes,mapping_mode,eligible_private_owner
byte-backed,4,translator.upstream_sentence_model_abbreviation_vocabulary_recipe,translator,upstream_sentence_model_abbreviation_vocabulary_recipe,heap_owned_guarded,session_or_process_heap,469,0,0,11,0,Vec<PresetVocabularyEntry>,0
byte-backed,4,poet.entries_by_code,poet,entries_by_code,mmap_file_backed,file_mapping,3041842,0,0,70805,3041842,poet_bin:byte_backed:mmap,0
byte-backed,4,poet.prefix_index,poet,prefix_index,mmap_file_backed,file_mapping,2875064,0,0,84852,2875064,poet_bin:byte_backed:mmap,0
byte-backed,4,poet.vocabulary,poet,vocabulary,mmap_file_backed,file_mapping,22698030,0,0,401200,22698030,poet_bin:byte_backed:mmap,0
byte-backed,4,poet.abbreviation_vocabulary,poet,abbreviation_vocabulary,mmap_file_backed,file_mapping,713,0,0,11,713,poet_bin:byte_backed:mmap,0
byte-backed,4,schema.config,schema,config,overlap_estimate,logical_overlap,1955,0,1955,2,0,schema_reload_signature,0
byte-backed,4,schema.processors,schema,processors,heap_owned_guarded,session_or_process_heap,2599,0,0,2,0,SessionState processors,0
byte-backed,4,session.userdb,session,userdb,heap_owned_guarded,session_or_process_heap,24,0,0,0,0,UserDb,0
byte-backed,4,runtime.session_state,runtime,session_state,heap_owned_guarded,session_or_process_heap,3222,0,0,1,0,SessionState,0
byte-backed,4,process.owner_snapshot_private_bytes,process,owner_snapshot_private_bytes,unclassified,process_memory_proxy,84475904,0,84475904,1,0,process_memory,0
byte-backed,4,process.after_ready_working_set_unclassified_lower_bound,process,after_ready_working_set_unclassified_lower_bound,unclassified,process_memory_proxy,109385330,0,109385330,1,0,process_memory,0
byte-backed,4,process.peak_working_set_high_water,process,peak_working_set_high_water,unclassified,process_memory_proxy,115920896,0,115920896,1,0,process_memory,0
byte-backed,4,process.private_bytes_proxy,process,private_bytes_proxy,unclassified,process_memory_proxy,68853760,0,68853760,1,0,process_memory,0
byte-backed,4,process.peak_pagefile_high_water,process,peak_pagefile_high_water,unclassified,process_memory_proxy,75431936,0,75431936,1,0,process_memory,0
byte-backed,5,reverse_lookup.entries,reverse_lookup,entries,shared_or_overlapping,shared_or_overlapping,0,0,0,0,0,lazy_unloaded,0
byte-backed,5,reverse_lookup.comments_index,reverse_lookup,comments_index,shared_or_overlapping,shared_or_overlapping,0,0,0,0,0,lazy_unloaded,0
byte-backed,5,reverse_lookup.config,reverse_lookup,config,heap_owned_required,session_or_process_heap,40,0,0,1,0,ReverseLookupTranslator,0
byte-backed,5,translator.entries_by_code,translator,entries_by_code,shared,shared_reference,0,0,0,0,0,compact_table,0
byte-backed,5,compact_table.syllabary_codes,compact_table,syllabary_codes,heap_owned_reducible,session_or_process_heap,3073,3073,0,424,0,Box<str> + Box<[u32]>,1
byte-backed,5,compact_table.syllable_ids_by_code,compact_table,syllable_ids_by_code,heap_owned_reducible,session_or_process_heap,15757,15757,0,424,0,"HashMap<String, usize>",1
byte-backed,5,compact_table.storage,compact_table,storage,mmap_file_backed,file_mapping,13013460,0,0,498564,13013460,byte_backed:mmap,0
byte-backed,5,compact_table.candidate_text_payload,compact_table,candidate_text_payload,shared_or_overlapping,shared_or_overlapping,13013460,0,13013460,498564,0,byte_backed,0
byte-backed,5,compact_table.candidate_comment_payload,compact_table,candidate_comment_payload,shared_or_overlapping,shared_or_overlapping,0,0,0,498564,0,byte_backed,0
byte-backed,5,compact_table.stems,compact_table,stems,heap_owned_required,session_or_process_heap,48,0,0,0,0,"HashMap<String, Vec<String>>",0
byte-backed,5,compact_table.lookup_records,compact_table,lookup_records,shared,shared_reference,0,0,0,0,0,none,0
byte-backed,5,compact_table.corrections_tolerance,compact_table,corrections_tolerance,heap_owned_required,session_or_process_heap,0,0,0,0,0,Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>,0
byte-backed,5,compact_table.dict_settings,compact_table,dict_settings,heap_owned_required,session_or_process_heap,24,0,0,0,0,"BTreeMap<String, String>",0
byte-backed,5,compact_table.preset_vocabulary,compact_table,preset_vocabulary,heap_owned_required,session_or_process_heap,0,0,0,0,0,Vec<PresetVocabularyEntry>,0
byte-backed,5,translator.normal_codes,translator,normal_codes,shared,shared_reference,0,0,0,424,0,compact_table.has_code,0
byte-backed,5,translator.leading_fetch_seed,translator,leading_fetch_seed,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,Vec<String>,0
byte-backed,5,translator.spelling_correction_entries,translator,spelling_correction_entries,heap_owned_guarded,session_or_process_heap,48,0,0,0,0,"HashSet<(String, String, String)>",0
byte-backed,5,translator.spelling_abbreviation_entries,translator,spelling_abbreviation_entries,heap_owned_guarded,session_or_process_heap,48,0,0,0,0,"HashSet<(String, String, String)>",0
byte-backed,5,translator.spelling_correction_surfaces,translator,spelling_correction_surfaces,heap_owned_guarded,session_or_process_heap,48,0,0,0,0,HashSet<String>,0
byte-backed,5,translator.leading_fetch_index,translator,leading_fetch_index,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,"OnceLock<HashMap<String, Vec<LeadingFetchCode>>>",0
byte-backed,5,translator.bounded_upstream_script_cache,translator,bounded_upstream_script_cache,heap_owned_guarded,session_or_process_heap,7200,0,0,0,0,Mutex<VecDeque<BoundedUpstreamScriptCacheEntry>>,0
byte-backed,5,translator.prefix_fallback_window_cache,translator,prefix_fallback_window_cache,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,Mutex<Option<Arc<PrefixFallbackWindowCacheEntry>>>,0
byte-backed,5,prism.double_array_units,prism,double_array_units,mmap_file_backed,file_mapping,7168,0,0,1792,7168,byte_backed:mmap,0
byte-backed,5,prism.spelling_map,prism,spelling_map,mmap_file_backed,file_mapping,24244,0,0,1166,24244,byte_backed:mmap,0
byte-backed,5,prism.corrections_tolerance,prism,corrections_tolerance,heap_owned_required,session_or_process_heap,48,0,0,0,0,Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>,0
byte-backed,5,prism.tips_payload,prism,tips_payload,mmap_file_backed,file_mapping,0,0,0,0,0,byte_backed:mmap,0
byte-backed,5,translator.upstream_sentence_model_build_source,translator,upstream_sentence_model_build_source,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,"Option<Vec<(String, Candidate)>>",0
byte-backed,5,translator.upstream_sentence_model_preset_vocabulary_recipe,translator,upstream_sentence_model_preset_vocabulary_recipe,heap_owned_guarded,session_or_process_heap,18047883,0,0,442712,0,Vec<PresetVocabularyEntry>,0
byte-backed,5,translator.upstream_sentence_model_abbreviation_vocabulary_recipe,translator,upstream_sentence_model_abbreviation_vocabulary_recipe,heap_owned_guarded,session_or_process_heap,469,0,0,11,0,Vec<PresetVocabularyEntry>,0
byte-backed,5,poet.entries_by_code,poet,entries_by_code,mmap_file_backed,file_mapping,3041842,0,0,70805,3041842,poet_bin:byte_backed:mmap,0
byte-backed,5,poet.prefix_index,poet,prefix_index,mmap_file_backed,file_mapping,2875064,0,0,84852,2875064,poet_bin:byte_backed:mmap,0
byte-backed,5,poet.vocabulary,poet,vocabulary,mmap_file_backed,file_mapping,22698030,0,0,401200,22698030,poet_bin:byte_backed:mmap,0
byte-backed,5,poet.abbreviation_vocabulary,poet,abbreviation_vocabulary,mmap_file_backed,file_mapping,713,0,0,11,713,poet_bin:byte_backed:mmap,0
byte-backed,5,schema.config,schema,config,overlap_estimate,logical_overlap,1955,0,1955,2,0,schema_reload_signature,0
byte-backed,5,schema.processors,schema,processors,heap_owned_guarded,session_or_process_heap,2599,0,0,2,0,SessionState processors,0
byte-backed,5,session.userdb,session,userdb,heap_owned_guarded,session_or_process_heap,24,0,0,0,0,UserDb,0
byte-backed,5,runtime.session_state,runtime,session_state,heap_owned_guarded,session_or_process_heap,3222,0,0,1,0,SessionState,0
byte-backed,5,process.owner_snapshot_private_bytes,process,owner_snapshot_private_bytes,unclassified,process_memory_proxy,83386368,0,83386368,1,0,process_memory,0
byte-backed,5,process.after_ready_working_set_unclassified_lower_bound,process,after_ready_working_set_unclassified_lower_bound,unclassified,process_memory_proxy,109463154,0,109463154,1,0,process_memory,0
byte-backed,5,process.peak_working_set_high_water,process,peak_working_set_high_water,unclassified,process_memory_proxy,115986432,0,115986432,1,0,process_memory,0
byte-backed,5,process.private_bytes_proxy,process,private_bytes_proxy,unclassified,process_memory_proxy,68612096,0,68612096,1,0,process_memory,0
byte-backed,5,process.peak_pagefile_high_water,process,peak_pagefile_high_water,unclassified,process_memory_proxy,75984896,0,75984896,1,0,process_memory,0
